image_name,box0_x1,box0_y1,box0_x2,box0_y2,box1_x1,box1_y1,box1_x2,box1_y2,box2_x1,box2_y1,box2_x2,box2_y2,box3_x1,box3_y1,box3_x2,box3_y2
1102.jpg,,,,,734.0,561.0,915.0,719.0,728.0,273.0,875.0,372.0,620.0,212.0,714.0,310.0
1103.jpg,264.0,682.0,417.0,719.0,586.0,570.0,773.0,719.0,588.0,188.0,737.0,272.0,423.0,101.0,538.0,206.0
1104.jpg,251.0,659.0,449.0,719.0,618.0,561.0,809.0,719.0,620.0,174.0,754.0,242.0,457.0,89.0,587.0,208.0
1105.jpg,251.0,655.0,405.0,719.0,628.0,561.0,799.0,719.0,635.0,176.0,761.0,249.0,457.0,89.0,583.0,189.0
1106.jpg,213.0,633.0,417.0,719.0,611.0,559.0,799.0,719.0,626.0,159.0,754.0,240.0,461.0,76.0,583.0,187.0
1107.jpg,226.0,681.0,280.0,720.0,605.0,588.0,759.0,720.0,597.0,195.0,735.0,278.0,433.0,91.0,574.0,217.0
1108.jpg,183.0,658.0,278.0,720.0,599.0,603.0,765.0,720.0,577.0,196.0,727.0,277.0,472.0,179.0,553.0,271.0
1109.jpg,200.0,651.0,307.0,720.0,584.0,603.0,812.0,720.0,611.0,158.0,780.0,262.0,495.0,147.0,591.0,246.0
1110.jpg,205.0,649.0,309.0,720.0,630.0,603.0,807.0,720.0,616.0,158.0,769.0,256.0,493.0,149.0,585.0,239.0
1111.jpg,213.0,643.0,426.0,720.0,609.0,617.0,767.0,720.0,590.0,194.0,735.0,277.0,429.0,130.0,553.0,237.0
1112.jpg,224.0,654.0,413.0,720.0,620.0,617.0,763.0,720.0,571.0,177.0,731.0,273.0,389.0,230.0,513.0,402.0
1113.jpg,147.0,626.0,409.0,718.0,501.0,558.0,754.0,720.0,563.0,141.0,723.0,229.0,374.0,9.0,526.0,161.0
1114.jpg,194.0,615.0,400.0,718.0,537.0,522.0,788.0,720.0,592.0,153.0,737.0,239.0,442.0,88.0,572.0,224.0
1115.jpg,198.0,630.0,436.0,720.0,525.0,528.0,790.0,720.0,611.0,179.0,761.0,256.0,444.0,90.0,566.0,222.0
1116.jpg,209.0,637.0,443.0,720.0,529.0,531.0,776.0,720.0,614.0,179.0,754.0,258.0,416.0,88.0,549.0,214.0
1117.jpg,198.0,632.0,424.0,720.0,520.0,539.0,769.0,720.0,605.0,166.0,742.0,260.0,378.0,60.0,502.0,165.0
1118.jpg,183.0,556.0,515.0,720.0,586.0,395.0,954.0,676.0,647.0,103.0,793.0,195.0,541.0,77.0,638.0,178.0
1119.jpg,181.0,556.0,526.0,720.0,584.0,384.0,973.0,674.0,635.0,107.0,782.0,190.0,533.0,83.0,631.0,182.0
1120.jpg,230.0,641.0,407.0,716.0,554.0,170.0,759.0,400.0,647.0,149.0,744.0,226.0,482.0,160.0,591.0,214.0
1121.jpg,241.0,660.0,394.0,720.0,605.0,200.0,782.0,415.0,643.0,155.0,746.0,214.0,480.0,168.0,619.0,241.0
1122.jpg,249.0,624.0,398.0,718.0,705.0,346.0,865.0,544.0,607.0,153.0,752.0,256.0,503.0,147.0,608.0,252.0
1123.jpg,141.0,571.0,384.0,720.0,505.0,531.0,740.0,720.0,558.0,126.0,682.0,220.0,344.0,126.0,475.0,214.0
1124.jpg,111.0,634.0,354.0,720.0,482.0,554.0,699.0,720.0,520.0,155.0,665.0,246.0,353.0,149.0,460.0,260.0
1125.jpg,279.0,690.0,343.0,718.0,529.0,584.0,831.0,720.0,597.0,181.0,731.0,269.0,457.0,187.0,551.0,284.0
1126.jpg,215.0,584.0,500.0,720.0,639.0,253.0,784.0,398.0,622.0,139.0,750.0,233.0,478.0,122.0,593.0,233.0
1127.jpg,207.0,630.0,375.0,716.0,567.0,596.0,754.0,720.0,544.0,145.0,710.0,237.0,410.0,60.0,572.0,159.0
1128.jpg,130.0,596.0,398.0,720.0,486.0,552.0,748.0,720.0,539.0,105.0,678.0,205.0,389.0,100.0,526.0,199.0
1129.jpg,205.0,626.0,409.0,720.0,478.0,565.0,744.0,720.0,554.0,136.0,701.0,243.0,412.0,141.0,526.0,239.0
1130.jpg,181.0,603.0,422.0,720.0,476.0,556.0,746.0,720.0,537.0,139.0,699.0,235.0,408.0,109.0,523.0,216.0
1131.jpg,181.0,588.0,420.0,720.0,478.0,565.0,752.0,720.0,539.0,134.0,693.0,233.0,406.0,96.0,536.0,199.0
1132.jpg,190.0,617.0,411.0,720.0,493.0,573.0,746.0,720.0,548.0,143.0,691.0,229.0,366.0,79.0,528.0,195.0
1133.jpg,185.0,624.0,396.0,720.0,465.0,579.0,735.0,720.0,552.0,141.0,699.0,231.0,351.0,62.0,479.0,193.0
1134.jpg,188.0,617.0,377.0,720.0,476.0,581.0,731.0,720.0,558.0,136.0,701.0,220.0,359.0,24.0,487.0,156.0
1135.jpg,200.0,651.0,320.0,720.0,461.0,607.0,710.0,720.0,541.0,164.0,689.0,254.0,385.0,58.0,506.0,182.0
1136.jpg,228.0,649.0,320.0,720.0,510.0,613.0,720.0,720.0,558.0,170.0,697.0,260.0,410.0,107.0,528.0,203.0
1137.jpg,234.0,658.0,318.0,720.0,512.0,615.0,714.0,720.0,552.0,172.0,689.0,260.0,404.0,111.0,521.0,214.0
1138.jpg,374.0,660.0,441.0,720.0,666.0,499.0,964.0,720.0,698.0,240.0,852.0,328.0,565.0,219.0,678.0,311.0
1139.jpg,366.0,654.0,447.0,720.0,567.0,408.0,797.0,618.0,734.0,245.0,886.0,324.0,616.0,215.0,720.0,315.0
1140.jpg,429.0,683.0,458.0,720.0,522.0,416.0,718.0,587.0,800.0,255.0,962.0,360.0,673.0,228.0,778.0,339.0
1141.jpg,196.0,615.0,318.0,720.0,554.0,408.0,846.0,697.0,577.0,219.0,720.0,303.0,467.0,202.0,578.0,296.0
1142.jpg,194.0,575.0,453.0,720.0,537.0,560.0,767.0,720.0,590.0,149.0,712.0,233.0,361.0,100.0,494.0,220.0
1143.jpg,183.0,577.0,443.0,720.0,537.0,560.0,776.0,720.0,590.0,143.0,718.0,224.0,368.0,56.0,534.0,167.0
1144.jpg,260.0,654.0,447.0,720.0,527.0,558.0,765.0,720.0,584.0,183.0,727.0,262.0,332.0,255.0,449.0,413.0
1145.jpg,308.0,692.0,360.0,720.0,567.0,598.0,803.0,720.0,635.0,232.0,776.0,307.0,429.0,45.0,532.0,159.0
1146.jpg,412.0,698.0,430.0,718.0,624.0,611.0,824.0,720.0,722.0,255.0,856.0,339.0,520.0,81.0,638.0,201.0
1147.jpg,353.0,690.0,405.0,720.0,599.0,588.0,773.0,720.0,698.0,236.0,835.0,320.0,541.0,105.0,682.0,220.0
1148.jpg,310.0,675.0,367.0,720.0,556.0,560.0,763.0,720.0,669.0,236.0,816.0,315.0,525.0,98.0,648.0,216.0
1149.jpg,226.0,690.0,258.0,720.0,353.0,412.0,538.0,585.0,639.0,208.0,801.0,294.0,416.0,5.0,538.0,129.0
1150.jpg,158.0,492.0,466.0,720.0,588.0,274.0,971.0,574.0,588.0,79.0,740.0,165.0,338.0,124.0,456.0,328.0
1151.jpg,194.0,499.0,496.0,720.0,599.0,293.0,1007.0,576.0,626.0,73.0,773.0,165.0,363.0,113.0,487.0,288.0
1152.jpg,268.0,607.0,502.0,720.0,563.0,480.0,903.0,716.0,650.0,183.0,797.0,265.0,416.0,33.0,540.0,159.0
1153.jpg,374.0,683.0,411.0,720.0,463.0,448.0,676.0,640.0,747.0,221.0,894.0,309.0,508.0,202.0,610.0,351.0
1154.jpg,,,,,717.0,389.0,994.0,714.0,567.0,266.0,720.0,362.0,294.0,334.0,428.0,517.0
1155.jpg,,,,,724.0,367.0,951.0,650.0,575.0,251.0,725.0,335.0,300.0,310.0,428.0,483.0
1156.jpg,215.0,571.0,443.0,720.0,546.0,503.0,807.0,720.0,577.0,111.0,725.0,197.0,366.0,7.0,445.0,65.0
1157.jpg,207.0,607.0,400.0,720.0,522.0,543.0,790.0,720.0,573.0,130.0,727.0,216.0,357.0,5.0,456.0,89.0
1158.jpg,253.0,683.0,422.0,720.0,594.0,624.0,735.0,720.0,565.0,189.0,712.0,269.0,385.0,107.0,547.0,226.0
1159.jpg,251.0,675.0,333.0,716.0,582.0,626.0,735.0,718.0,584.0,203.0,714.0,274.0,391.0,187.0,521.0,313.0
1160.jpg,224.0,670.0,309.0,718.0,569.0,622.0,716.0,720.0,577.0,189.0,710.0,273.0,378.0,117.0,515.0,222.0
1161.jpg,164.0,558.0,473.0,720.0,520.0,514.0,793.0,720.0,565.0,69.0,720.0,161.0,404.0,3.0,570.0,125.0
1162.jpg,349.0,658.0,434.0,718.0,597.0,505.0,852.0,720.0,728.0,232.0,877.0,313.0,584.0,128.0,733.0,260.0
1163.jpg,,,,,499.0,452.0,712.0,627.0,762.0,285.0,898.0,375.0,599.0,143.0,748.0,288.0
1164.jpg,173.0,624.0,290.0,720.0,484.0,439.0,882.0,712.0,522.0,168.0,651.0,254.0,279.0,3.0,398.0,116.0
1165.jpg,268.0,666.0,358.0,720.0,567.0,615.0,780.0,720.0,620.0,221.0,735.0,294.0,416.0,181.0,566.0,303.0
1166.jpg,,,,,,,,,516.0,177.0,663.0,265.0,372.0,151.0,498.0,258.0
1167.jpg,179.0,664.0,286.0,720.0,620.0,681.0,733.0,720.0,567.0,90.0,731.0,201.0,399.0,73.0,545.0,186.0
1168.jpg,162.0,673.0,256.0,720.0,620.0,690.0,693.0,720.0,556.0,73.0,710.0,184.0,380.0,58.0,540.0,180.0
1169.jpg,,,,,,,,,563.0,90.0,710.0,207.0,383.0,73.0,534.0,205.0
1170.jpg,,,,,,,,,573.0,149.0,735.0,248.0,414.0,143.0,564.0,258.0
1171.jpg,124.0,592.0,400.0,720.0,594.0,592.0,780.0,720.0,550.0,77.0,699.0,171.0,380.0,66.0,534.0,176.0
1172.jpg,,,,,614.0,482.0,837.0,701.0,783.0,278.0,928.0,375.0,645.0,221.0,782.0,324.0
1173.jpg,429.0,681.0,489.0,716.0,510.0,465.0,748.0,614.0,811.0,274.0,949.0,343.0,671.0,204.0,807.0,303.0
1174.jpg,,,,,452.0,554.0,767.0,718.0,599.0,223.0,737.0,307.0,416.0,147.0,545.0,248.0
1175.jpg,,,,,393.0,558.0,746.0,720.0,577.0,179.0,729.0,273.0,419.0,111.0,576.0,229.0
1176.jpg,130.0,522.0,460.0,720.0,582.0,359.0,1036.0,674.0,582.0,33.0,750.0,127.0,421.0,1.0,568.0,65.0
1177.jpg,130.0,531.0,483.0,720.0,588.0,344.0,994.0,663.0,588.0,28.0,754.0,131.0,414.0,5.0,578.0,63.0
1178.jpg,198.0,607.0,326.0,720.0,681.0,312.0,822.0,517.0,586.0,126.0,748.0,222.0,410.0,26.0,583.0,165.0
1179.jpg,202.0,637.0,316.0,720.0,700.0,389.0,877.0,621.0,563.0,162.0,733.0,248.0,399.0,54.0,557.0,193.0
1180.jpg,179.0,605.0,466.0,720.0,533.0,552.0,773.0,720.0,544.0,145.0,704.0,239.0,378.0,47.0,536.0,190.0
1181.jpg,185.0,609.0,309.0,720.0,469.0,512.0,816.0,720.0,548.0,105.0,712.0,186.0,383.0,22.0,547.0,142.0
1182.jpg,,,,,575.0,681.0,670.0,720.0,565.0,200.0,714.0,288.0,374.0,98.0,521.0,231.0
1183.jpg,,,,,577.0,679.0,670.0,720.0,554.0,200.0,710.0,277.0,368.0,94.0,521.0,220.0
1184.jpg,238.0,702.0,280.0,720.0,558.0,613.0,795.0,720.0,577.0,162.0,712.0,250.0,353.0,75.0,532.0,193.0
1185.jpg,243.0,702.0,282.0,720.0,554.0,598.0,799.0,720.0,565.0,168.0,714.0,254.0,380.0,92.0,532.0,209.0
1186.jpg,,,,,592.0,651.0,797.0,720.0,548.0,177.0,718.0,267.0,404.0,228.0,526.0,424.0
1187.jpg,,,,,399.0,537.0,665.0,720.0,533.0,155.0,716.0,252.0,380.0,247.0,515.0,387.0
1188.jpg,211.0,639.0,331.0,718.0,641.0,437.0,945.0,714.0,565.0,177.0,720.0,269.0,423.0,181.0,536.0,284.0
1189.jpg,143.0,562.0,443.0,720.0,620.0,331.0,979.0,614.0,537.0,117.0,704.0,205.0,419.0,122.0,532.0,222.0
1190.jpg,221.0,630.0,369.0,720.0,561.0,208.0,805.0,485.0,588.0,122.0,744.0,212.0,469.0,124.0,572.0,212.0
1191.jpg,226.0,643.0,356.0,716.0,556.0,211.0,782.0,462.0,597.0,139.0,748.0,214.0,457.0,143.0,568.0,209.0
1192.jpg,194.0,620.0,347.0,720.0,499.0,321.0,718.0,476.0,609.0,115.0,773.0,216.0,463.0,83.0,587.0,201.0
1193.jpg,26.0,459.0,407.0,720.0,539.0,348.0,922.0,682.0,571.0,30.0,729.0,127.0,414.0,3.0,553.0,55.0
1194.jpg,221.0,639.0,439.0,720.0,497.0,596.0,687.0,720.0,548.0,232.0,699.0,313.0,380.0,164.0,523.0,262.0
1195.jpg,194.0,634.0,445.0,720.0,508.0,598.0,740.0,720.0,588.0,181.0,720.0,271.0,370.0,107.0,500.0,207.0
1196.jpg,192.0,647.0,311.0,718.0,580.0,605.0,727.0,720.0,567.0,183.0,720.0,277.0,366.0,187.0,496.0,286.0
1197.jpg,181.0,658.0,288.0,720.0,569.0,609.0,716.0,718.0,569.0,183.0,708.0,271.0,346.0,219.0,477.0,347.0
1198.jpg,173.0,660.0,286.0,720.0,571.0,611.0,699.0,720.0,565.0,189.0,710.0,269.0,344.0,198.0,473.0,296.0
1199.jpg,171.0,683.0,237.0,716.0,556.0,651.0,701.0,720.0,565.0,164.0,697.0,265.0,368.0,124.0,521.0,243.0
1200.jpg,,,,,,,,,664.0,391.0,805.0,498.0,518.0,403.0,646.0,502.0
1201.jpg,,,,,,,,,629.0,351.0,774.0,450.0,424.0,355.0,573.0,451.0
1202.jpg,,,,,786.0,578.0,1068.0,719.0,633.0,341.0,770.0,450.0,415.0,347.0,565.0,449.0
1203.jpg,,,,,792.0,569.0,1104.0,718.0,651.0,346.0,791.0,453.0,430.0,351.0,582.0,450.0
1204.jpg,,,,,791.0,560.0,1105.0,719.0,647.0,347.0,792.0,454.0,431.0,347.0,590.0,440.0
1205.jpg,,,,,,,,,641.0,321.0,774.0,433.0,518.0,338.0,718.0,504.0
1206.jpg,,,,,576.0,475.0,912.0,710.0,724.0,344.0,874.0,449.0,580.0,326.0,716.0,424.0
1207.jpg,,,,,664.0,507.0,1010.0,719.0,821.0,358.0,965.0,471.0,671.0,334.0,818.0,436.0
1208.jpg,,,,,,,,,713.0,314.0,808.0,425.0,571.0,305.0,749.0,457.0
1209.jpg,,,,,,,,,716.0,314.0,805.0,429.0,552.0,281.0,737.0,441.0
1210.jpg,,,,,787.0,601.0,1048.0,717.0,637.0,329.0,767.0,436.0,494.0,332.0,644.0,430.0
1211.jpg,,,,,,,,,726.0,321.0,879.0,507.0,493.0,328.0,655.0,429.0
1212.jpg,,,,,729.0,563.0,987.0,719.0,655.0,340.0,805.0,445.0,498.0,337.0,657.0,443.0
1213.jpg,,,,,,,,,671.0,357.0,820.0,465.0,510.0,349.0,669.0,458.0
1214.jpg,,,,,,,,,647.0,366.0,793.0,473.0,482.0,330.0,642.0,438.0
1215.jpg,,,,,,,,,707.0,354.0,861.0,462.0,552.0,349.0,701.0,454.0
1216.jpg,,,,,,,,,750.0,353.0,906.0,459.0,601.0,346.0,749.0,446.0
1217.jpg,,,,,,,,,761.0,354.0,913.0,461.0,605.0,349.0,754.0,453.0
1218.jpg,,,,,,,,,728.0,332.0,878.0,438.0,464.0,322.0,639.0,528.0
1219.jpg,,,,,,,,,719.0,351.0,865.0,459.0,573.0,332.0,731.0,441.0
1220.jpg,,,,,,,,,715.0,334.0,858.0,442.0,565.0,318.0,729.0,426.0
1221.jpg,,,,,,,,,716.0,336.0,869.0,443.0,571.0,318.0,731.0,429.0
1222.jpg,,,,,,,,,766.0,330.0,925.0,442.0,621.0,311.0,784.0,422.0
1223.jpg,,,,,,,,,782.0,330.0,932.0,438.0,629.0,313.0,795.0,422.0
1224.jpg,,,,,,,,,708.0,309.0,851.0,418.0,526.0,248.0,684.0,360.0
1225.jpg,,,,,,,,,730.0,314.0,877.0,422.0,416.0,284.0,595.0,465.0
1226.jpg,,,,,,,,,737.0,305.0,884.0,416.0,426.0,287.0,597.0,476.0
1227.jpg,,,,,,,,,744.0,314.0,891.0,418.0,610.0,278.0,771.0,392.0
1228.jpg,278.0,648.0,456.0,719.0,,,,,740.0,313.0,892.0,418.0,609.0,283.0,767.0,399.0
1229.jpg,253.0,644.0,478.0,719.0,,,,,736.0,314.0,890.0,418.0,591.0,296.0,755.0,407.0
1230.jpg,,,,,,,,,721.0,379.0,851.0,486.0,526.0,371.0,696.0,470.0
1231.jpg,,,,,525.0,474.0,863.0,715.0,787.0,341.0,935.0,455.0,594.0,336.0,766.0,441.0
1232.jpg,,,,,513.0,445.0,805.0,657.0,788.0,342.0,936.0,451.0,602.0,333.0,779.0,440.0
1233.jpg,,,,,686.0,428.0,978.0,612.0,699.0,332.0,833.0,429.0,509.0,320.0,679.0,424.0
1234.jpg,,,,,748.0,388.0,1146.0,652.0,674.0,325.0,811.0,426.0,484.0,318.0,656.0,422.0
1235.jpg,,,,,771.0,638.0,1032.0,719.0,680.0,341.0,820.0,450.0,485.0,328.0,656.0,433.0
1236.jpg,,,,,,,,,682.0,346.0,820.0,453.0,489.0,330.0,660.0,437.0
1237.jpg,,,,,,,,,668.0,314.0,817.0,422.0,493.0,312.0,656.0,416.0
1238.jpg,,,,,,,,,678.0,313.0,820.0,425.0,456.0,223.0,644.0,334.0
1239.jpg,,,,,,,,,674.0,309.0,822.0,421.0,431.0,264.0,654.0,447.0
1240.jpg,,,,,,,,,668.0,316.0,820.0,417.0,482.0,312.0,684.0,508.0
1241.jpg,,,,,,,,,658.0,316.0,803.0,425.0,507.0,139.0,659.0,257.0
1242.jpg,,,,,682.0,400.0,983.0,587.0,746.0,332.0,890.0,436.0,528.0,308.0,704.0,418.0
1243.jpg,,,,,,,,,700.0,300.0,832.0,408.0,472.0,321.0,642.0,429.0
1244.jpg,,,,,,,,,697.0,300.0,832.0,410.0,473.0,321.0,639.0,428.0
1245.jpg,,,,,,,,,693.0,256.0,826.0,372.0,473.0,311.0,639.0,417.0
1246.jpg,,,,,,,,,704.0,332.0,863.0,486.0,486.0,309.0,660.0,416.0
1247.jpg,,,,,,,,,647.0,329.0,797.0,432.0,485.0,328.0,639.0,433.0
1248.jpg,,,,,,,,,672.0,325.0,824.0,434.0,511.0,324.0,661.0,429.0
1249.jpg,,,,,,,,,678.0,325.0,834.0,433.0,515.0,324.0,668.0,436.0
1250.jpg,,,,,,,,,730.0,316.0,892.0,422.0,565.0,312.0,722.0,416.0
1251.jpg,,,,,683.0,437.0,1040.0,663.0,693.0,305.0,841.0,420.0,523.0,307.0,683.0,408.0
1252.jpg,,,,,758.0,504.0,1117.0,719.0,630.0,307.0,780.0,404.0,459.0,297.0,623.0,396.0
1253.jpg,,,,,,,,,625.0,313.0,768.0,416.0,457.0,308.0,623.0,410.0
1254.jpg,,,,,,,,,638.0,316.0,787.0,424.0,481.0,316.0,635.0,421.0
1255.jpg,,,,,,,,,639.0,311.0,792.0,421.0,469.0,313.0,630.0,421.0
1256.jpg,,,,,,,,,682.0,325.0,824.0,430.0,521.0,308.0,683.0,417.0
1257.jpg,,,,,799.0,537.0,1121.0,719.0,700.0,329.0,845.0,443.0,539.0,316.0,700.0,429.0
1258.jpg,,,,,713.0,424.0,970.0,594.0,724.0,322.0,875.0,432.0,565.0,312.0,735.0,425.0
1259.jpg,,,,,773.0,357.0,1068.0,537.0,737.0,322.0,875.0,408.0,568.0,304.0,741.0,418.0
1260.jpg,,,,,864.0,647.0,1093.0,718.0,680.0,307.0,824.0,409.0,510.0,295.0,673.0,412.0
1261.jpg,,,,,868.0,646.0,1100.0,719.0,678.0,304.0,824.0,418.0,494.0,292.0,671.0,400.0
1262.jpg,,,,,716.0,441.0,948.0,623.0,753.0,347.0,904.0,458.0,560.0,333.0,738.0,449.0
1263.jpg,,,,,802.0,458.0,1185.0,717.0,721.0,390.0,870.0,503.0,523.0,382.0,713.0,492.0
1264.jpg,,,,,,,,,675.0,387.0,820.0,504.0,494.0,386.0,664.0,499.0
1265.jpg,,,,,,,,,721.0,363.0,870.0,478.0,490.0,250.0,676.0,364.0
1266.jpg,,,,,,,,,684.0,355.0,832.0,474.0,540.0,378.0,753.0,561.0
1267.jpg,,,,,,,,,733.0,330.0,848.0,461.0,591.0,312.0,760.0,441.0
1268.jpg,,,,,,,,,671.0,354.0,816.0,461.0,515.0,349.0,680.0,455.0
1269.jpg,,,,,,,,,664.0,359.0,818.0,465.0,507.0,355.0,664.0,465.0
1270.jpg,,,,,765.0,370.0,937.0,516.0,,,,,589.0,349.0,760.0,457.0
1271.jpg,,,,,853.0,344.0,1131.0,573.0,728.0,351.0,862.0,467.0,556.0,336.0,729.0,443.0
1272.jpg,,,,,,,,,674.0,350.0,834.0,457.0,497.0,106.0,661.0,203.0
1273.jpg,,,,,,,,,679.0,357.0,830.0,459.0,455.0,357.0,635.0,461.0
1274.jpg,,,,,,,,,670.0,347.0,833.0,463.0,452.0,353.0,628.0,461.0
1275.jpg,,,,,,,,,708.0,342.0,862.0,454.0,292.0,295.0,454.0,471.0
1276.jpg,,,,,,,,,787.0,395.0,944.0,507.0,618.0,357.0,775.0,455.0
1277.jpg,,,,,,,,,684.0,350.0,828.0,451.0,448.0,247.0,647.0,389.0
1278.jpg,,,,,,,,,680.0,337.0,828.0,450.0,299.0,266.0,428.0,400.0
1279.jpg,,,,,,,,,676.0,344.0,821.0,458.0,522.0,329.0,680.0,441.0
1280.jpg,,,,,,,,,676.0,353.0,816.0,459.0,513.0,340.0,676.0,443.0
1281.jpg,,,,,882.0,684.0,1061.0,719.0,674.0,320.0,803.0,436.0,513.0,299.0,669.0,405.0
1282.jpg,,,,,915.0,685.0,1088.0,719.0,701.0,312.0,844.0,432.0,544.0,276.0,697.0,400.0
1283.jpg,,,,,928.0,692.0,1111.0,719.0,715.0,314.0,854.0,428.0,552.0,280.0,709.0,404.0
1284.jpg,,,,,936.0,688.0,1097.0,719.0,719.0,312.0,859.0,426.0,563.0,279.0,718.0,403.0
1285.jpg,,,,,942.0,687.0,1096.0,719.0,720.0,317.0,866.0,432.0,561.0,284.0,726.0,404.0
1286.jpg,,,,,961.0,698.0,1107.0,719.0,737.0,318.0,882.0,434.0,572.0,293.0,747.0,401.0
1287.jpg,,,,,679.0,441.0,921.0,618.0,856.0,375.0,1010.0,496.0,695.0,330.0,875.0,449.0
1288.jpg,,,,,,,,,686.0,342.0,826.0,453.0,534.0,316.0,702.0,429.0
1289.jpg,,,,,1050.0,691.0,1197.0,717.0,744.0,332.0,891.0,447.0,477.0,292.0,667.0,512.0
1290.jpg,,,,,1076.0,704.0,1177.0,719.0,734.0,337.0,891.0,453.0,477.0,297.0,675.0,511.0
1291.jpg,,,,,1046.0,705.0,1189.0,719.0,741.0,325.0,884.0,445.0,447.0,299.0,631.0,509.0
1292.jpg,,,,,1046.0,695.0,1196.0,719.0,740.0,328.0,883.0,446.0,452.0,318.0,635.0,520.0
1293.jpg,,,,,1046.0,691.0,1205.0,718.0,740.0,324.0,890.0,438.0,469.0,300.0,635.0,515.0
1294.jpg,,,,,,,,,753.0,328.0,888.0,440.0,459.0,245.0,627.0,474.0
1295.jpg,,,,,,,,,761.0,333.0,908.0,451.0,393.0,247.0,573.0,372.0
1296.jpg,,,,,1056.0,685.0,1233.0,719.0,755.0,307.0,903.0,428.0,613.0,289.0,771.0,387.0
1297.jpg,,,,,1060.0,676.0,1243.0,719.0,740.0,301.0,884.0,417.0,564.0,289.0,731.0,401.0
1298.jpg,,,,,1027.0,676.0,1209.0,719.0,730.0,311.0,866.0,410.0,554.0,291.0,725.0,405.0
1299.jpg,,,,,668.0,497.0,1074.0,718.0,728.0,333.0,862.0,438.0,544.0,307.0,721.0,428.0
1300.jpg,,,,,646.0,417.0,805.0,623.0,688.0,309.0,867.0,414.0,552.0,284.0,712.0,388.0
1301.jpg,,,,,647.0,398.0,842.0,574.0,680.0,314.0,871.0,414.0,567.0,284.0,717.0,385.0
1302.jpg,,,,,584.0,219.0,879.0,437.0,629.0,202.0,758.0,255.0,496.0,227.0,632.0,331.0
1303.jpg,,,,,748.0,359.0,1163.0,659.0,614.0,251.0,774.0,359.0,490.0,271.0,639.0,370.0
1304.jpg,,,,,769.0,487.0,1197.0,719.0,754.0,251.0,911.0,380.0,453.0,293.0,622.0,403.0
1305.jpg,,,,,767.0,479.0,1226.0,718.0,742.0,288.0,911.0,421.0,452.0,297.0,617.0,397.0
1306.jpg,,,,,791.0,464.0,1243.0,707.0,695.0,305.0,908.0,454.0,436.0,292.0,610.0,393.0
1307.jpg,,,,,654.0,469.0,982.0,718.0,610.0,4.0,741.0,135.0,453.0,292.0,625.0,396.0
1308.jpg,,,,,691.0,293.0,1016.0,540.0,717.0,3.0,801.0,57.0,497.0,221.0,669.0,313.0
1309.jpg,,,,,530.0,276.0,793.0,446.0,631.0,2.0,713.0,42.0,423.0,205.0,590.0,305.0
1310.jpg,,,,,,,,,546.0,196.0,680.0,322.0,378.0,208.0,557.0,407.0
1311.jpg,,,,,,,,,563.0,221.0,694.0,351.0,389.0,197.0,551.0,360.0
1312.jpg,,,,,,,,,539.0,254.0,714.0,339.0,613.0,0.0,785.0,124.0
1313.jpg,493.0,697.0,610.0,718.0,418.0,299.0,696.0,519.0,521.0,212.0,687.0,300.0,597.0,4.0,727.0,85.0
1314.jpg,,,,,456.0,357.0,696.0,571.0,518.0,256.0,701.0,345.0,605.0,0.0,778.0,145.0
1315.jpg,,,,,528.0,308.0,778.0,508.0,510.0,285.0,696.0,358.0,601.0,25.0,785.0,168.0
1316.jpg,,,,,585.0,409.0,822.0,602.0,514.0,330.0,696.0,416.0,606.0,73.0,775.0,219.0
1317.jpg,,,,,,,,,486.0,283.0,638.0,375.0,332.0,238.0,487.0,387.0
1318.jpg,,,,,,,,,477.0,285.0,646.0,374.0,331.0,241.0,483.0,389.0
1319.jpg,,,,,,,,,478.0,285.0,638.0,376.0,332.0,248.0,477.0,389.0
1320.jpg,,,,,,,,,482.0,284.0,664.0,376.0,280.0,229.0,437.0,392.0
1321.jpg,,,,,,,,,497.0,280.0,667.0,375.0,282.0,252.0,437.0,433.0
1322.jpg,,,,,732.0,695.0,855.0,718.0,505.0,271.0,673.0,358.0,291.0,208.0,450.0,370.0
1323.jpg,,,,,,,,,466.0,285.0,636.0,374.0,538.0,0.0,675.0,157.0
1324.jpg,,,,,717.0,379.0,949.0,557.0,476.0,292.0,650.0,374.0,587.0,25.0,730.0,201.0
1325.jpg,,,,,703.0,304.0,985.0,508.0,481.0,272.0,656.0,359.0,579.0,0.0,713.0,172.0
1326.jpg,,,,,,,,,472.0,297.0,640.0,391.0,225.0,72.0,395.0,257.0
1327.jpg,,,,,674.0,681.0,840.0,718.0,489.0,278.0,660.0,362.0,464.0,209.0,628.0,306.0
1328.jpg,,,,,,,,,445.0,392.0,615.0,476.0,463.0,209.0,642.0,322.0
1329.jpg,,,,,612.0,684.0,753.0,718.0,456.0,342.0,622.0,421.0,437.0,209.0,610.0,338.0
1330.jpg,,,,,480.0,378.0,737.0,599.0,577.0,318.0,754.0,395.0,709.0,57.0,874.0,186.0
1331.jpg,,,,,493.0,487.0,693.0,688.0,622.0,325.0,804.0,418.0,766.0,197.0,970.0,313.0
1332.jpg,,,,,290.0,413.0,523.0,637.0,443.0,321.0,606.0,405.0,576.0,274.0,737.0,432.0
1333.jpg,,,,,349.0,417.0,515.0,594.0,493.0,324.0,671.0,409.0,656.0,148.0,811.0,282.0
